lng,lat
-3.6408567,56.353355
-4.1668675,55.809647
-2.1867903,57.159125
-2.2082965,57.161786
-2.1667663,57.117831
-2.1670498,57.180712
-3.6209814,55.998678
-3.1471677,56.457741
-3.1955693,56.293759
-3.4266607,56.338036
-3.4316126,56.340674
-3.0002597,56.400073
-2.9630625,55.512808
-3.7493594,56.319522
-2.1453309,57.117534
-4.2406182,55.815515
-2.1347385,57.165390
-3.9949573,56.377814
-3.7500041,56.368934
-4.3758617,55.834546
-4.3758617,55.834546
-3.8379802,56.380241
-4.0064734,56.381222
-3.2600033,55.647061
-2.0710116,57.129331
-4.3102409,55.778276
-3.2614284,56.624647
-2.8758925,56.515655
-2.8200182,56.637323
-2.1802390,57.171711
-4.2652227,55.884537
-2.2921180,57.182729
-2.6224849,56.720222
-2.9911256,56.634281
-3.1797034,55.935401
-2.9822530,55.214677
-3.2664668,56.629088
-3.5866633,56.567912
-2.1850788,57.147450
-2.8079946,55.611334
-3.2748870,56.637088
-3.4648252,56.067127
-2.2368934,57.083493
-2.1259320,57.201241
-2.1553298,57.147131
-4.1474610,55.077486
-4.2199620,55.136228
-3.8391293,55.220044
-4.3664544,55.837424
-3.7819952,55.663954
-3.2483640,56.623880
-2.1259320,57.201241
-3.5596144,54.986678
-3.2418468,56.623945
-2.1426259,57.109776
-3.4429093,56.382774
-3.8627784,55.221483
-3.2748870,56.637088
-2.2117366,57.185136
-2.1338894,57.168337
-2.1569269,57.134013
-4.0479452,55.000106
-2.8096556,56.534073
-2.8967582,55.605325
-3.1831505,55.943455
-2.9299247,56.332877
-3.9433797,56.127916
-3.2353295,56.624010
-3.2519733,56.585210
-4.4837086,54.966817
-3.1912090,55.945174
-3.1978061,55.951400
-3.0237759,56.455226
-2.2067737,57.185144
-3.1721518,56.214915
-2.5669290,55.517439
-3.2748870,56.637088
-2.6167934,55.566619
-3.5310074,56.358355
-3.1751384,56.101674
-3.2600390,55.944489
-2.7464479,56.544351
-2.9584638,56.503366
-3.6076954,56.564946
-2.1753673,57.190582
-2.1753673,57.190582
-2.7915531,55.188207
-2.1133636,55.846658
-4.3983686,54.950553
-3.0052991,56.246932
-4.3255934,55.902016
-2.4538900,57.235697
-4.6223379,55.318978
-2.3597642,57.266544
-4.2143161,54.869554
-2.1551845,57.112456
-2.1339218,57.168176
-2.9122281,56.472268
-4.2019382,55.103523
-3.1486056,55.912333
-4.7142010,55.279215
-3.8387159,56.395506
-4.6319478,55.629785
-2.6553944,56.733529
-4.0498739,55.007264
-3.3147442,56.329390
-2.6618843,56.730799
-3.7008712,55.148355
-4.0228773,55.864225
-3.2120409,56.354697
-4.6779151,55.371706
-3.9198679,55.199027
-3.1546954,56.598730
-3.5228348,55.867836
-3.2683947,55.945392
-2.6484954,55.373263
-3.5293896,56.358375
-3.6882866,55.147632
-4.2110054,54.866018
-2.7423167,56.499455
-3.4582686,56.403260
-3.6763189,54.974340
-2.4418888,57.063264
-3.9958274,55.959928
-3.2072193,56.201999
-2.2624530,57.105091
-4.0574104,55.001744
-2.1256479,57.166388
-4.0959885,55.797395
-2.9932116,56.465358
-3.7244286,56.268652
-4.0493759,55.760436
-2.8982166,56.360064
-2.8313718,56.486313
-4.2133360,55.756692
-3.2072193,56.201999
-3.1719512,56.102602
-3.1752479,56.105267
-2.2388150,57.279408
-3.4841992,54.975938
-2.1849935,57.130382
-2.1239704,57.159203
-3.8705493,55.219566
-3.7306181,56.334162
-4.2057589,54.884091
-4.2369745,54.856554
-4.2124815,54.892957
-4.2852872,55.869517
-2.6409443,56.556620
-2.2080238,57.113278
-2.9808174,56.299241
-3.1505221,55.108962
-3.3746230,56.420388
-2.1734009,57.124110
-4.5457018,54.736305
-3.1569910,56.567263
-2.1024170,57.136765
-3.1761277,55.975870
-2.1304626,57.125061
-3.2682168,56.632664
-3.8056061,56.003301
-2.8750644,56.479724
-4.1962461,56.245001
-3.7205003,55.239750
-3.1417971,55.952830
-4.3010916,55.893489
-2.8555845,56.479859
-4.1428136,55.078467
-4.1428616,55.079365
-3.7506190,55.101815
-4.0628350,55.016033
-3.8690205,55.220489
-4.2090371,54.915491
-2.1256846,57.177167
-4.3314651,55.919880
-2.5637490,55.516555
-4.3230418,55.912849
-4.1584968,55.107851
-4.3193623,55.904829
-2.1189011,57.125072
-3.7640946,55.265190
-3.4028332,56.394016
-3.2748870,56.637088
-2.8425380,56.477253
-3.4268879,56.214035
-3.6796436,55.016535
-3.2301136,56.563865
-3.1681718,55.977742
-3.4767378,55.198010
-3.4311711,56.544641
-2.1205440,57.122376
-3.7140959,56.290362
-3.9013514,56.026125
-4.1835431,55.365363
-3.5209396,55.901108
-2.1305481,57.149315
-3.9374881,55.205939
-4.2052943,54.932638
-2.8507748,56.482588
-2.9030875,56.497492
-2.8830767,56.475175
-3.8690586,55.278277
-3.3935635,55.335586
-3.1791677,55.970449
-2.8830975,56.476073
-4.0527695,55.002722
-2.8101873,56.711057
-3.9043809,55.203764
-2.6453729,56.721003
-2.6453729,56.721003
-2.6419216,56.710241
-3.1878179,56.564276
-3.7480060,55.221384
-4.1180551,55.084293
-3.1986536,55.041098
-3.7463561,55.219611
-4.1995224,56.245841
-2.4418781,57.062366
-3.2599806,55.942693
-3.1537071,56.298649
-3.8893246,56.370483
-2.5136583,56.767433
-2.2034700,57.186048
-2.1832705,57.116011
-2.4418888,57.063264
-3.6175311,56.566615
-2.4418888,57.063264
-2.4418568,57.060569
-3.5709179,56.580691
-2.1471861,57.177144
-4.3425477,55.917872
-3.7648189,55.068356
-3.8480952,55.203192
-4.9504776,54.897043
-3.9262333,56.138968
-4.3425477,55.917872
-2.2067787,57.186042
-3.7613201,56.122559
-2.9888377,56.609143
-2.1767384,57.131292
-3.4265458,56.421599
-3.2887312,55.940598
-3.2973945,55.960276
-2.4678750,57.057959
-4.1445230,55.081134
-2.2328671,55.854306
-2.1502786,57.124140
-3.2719296,56.646103
-3.4284662,56.213118
-3.8394255,56.376625
-3.7141740,55.238940
-4.2012922,54.916531
-3.1858498,56.292954
-2.2393311,57.103341
-4.5409348,54.734607
-3.6237324,54.987636
-3.9201586,56.146252
-2.9830980,56.469661
-3.4457184,56.584905
-2.2657030,57.097898
-3.2659257,55.977676
-3.4621057,55.995273
-2.4707213,56.735261
-3.9781701,56.366401
-4.7966922,55.956570
-2.2798691,57.225426
-3.7716391,55.257891
-2.7946045,55.183694
-3.2503795,56.635540
-2.7018105,56.505081
-3.7865989,55.240597
-3.4501699,56.403355
-4.8386053,54.903307
-4.2979664,55.813558
-4.9623924,54.931816
-4.7297443,56.006970
-3.7869663,56.363015
-2.5103379,56.763853
-3.4450384,56.396227
-4.0054353,56.361470
-2.5103866,56.767447
-2.1124666,57.181671
-3.9996707,56.375042
-4.1998314,54.918355
-4.2040341,55.137596
-2.9679348,56.492511
-3.7670011,55.259756
-4.2852345,55.868619
-4.1982235,54.917485
-4.3255397,55.901118
-4.1982235,54.917485
-3.7605515,55.256254
-3.1910987,55.941581
-4.1411524,55.076699
-3.5545477,55.901586
-3.7225245,55.866101
-3.0660424,56.515966
-4.3244790,55.910125
-4.3510082,54.861590
-3.5040834,55.878850
-4.4292841,55.846085
-3.8689784,55.219591
-4.4292841,55.846085
-3.4300445,56.212202
-3.3829614,56.292706
-2.9855465,55.157138
-3.1874929,56.293837
-2.2067787,57.186042
-3.5427462,56.408527
-2.1420896,57.142116
-2.1387848,57.142120
-4.1198165,55.824847
-2.8573784,55.691868
-4.0350835,54.993132
-4.4021591,55.846618
-3.6480694,55.047524
-3.4515162,56.396151
-4.2477698,54.854557
-2.1107451,57.159215
-4.0527695,55.002722
-4.0640330,55.524722
-3.4393175,55.301715
-2.1340130,57.193328
-4.5884709,56.005524
-4.5201756,55.000225
-4.1365049,55.077679
-3.5978984,56.564174
-2.9128161,55.613294
-3.4274011,55.004479
-2.2739617,57.098778
-2.6651528,56.730782
-4.4719883,56.065437
-4.6368628,55.750127
-2.2051244,57.186045
-4.1844867,55.095703
-4.1365049,55.077679
