day,month,year,cases,deaths,countriesAndTerritories,popData2019
6,7,2020,279,38,Afghanistan,38041757
5,7,2020,348,7,Afghanistan,38041757
4,7,2020,302,12,Afghanistan,38041757
3,7,2020,186,33,Afghanistan,38041757
2,7,2020,319,28,Afghanistan,38041757
1,7,2020,279,13,Afghanistan,38041757
30,6,2020,271,12,Afghanistan,38041757
29,6,2020,351,18,Afghanistan,38041757
28,6,2020,165,20,Afghanistan,38041757
27,6,2020,276,8,Afghanistan,38041757
26,6,2020,460,36,Afghanistan,38041757
25,6,2020,234,21,Afghanistan,38041757
24,6,2020,338,20,Afghanistan,38041757
23,6,2020,310,17,Afghanistan,38041757
22,6,2020,409,12,Afghanistan,38041757
21,6,2020,546,21,Afghanistan,38041757
20,6,2020,346,2,Afghanistan,38041757
19,6,2020,658,42,Afghanistan,38041757
18,6,2020,564,13,Afghanistan,38041757
17,6,2020,783,13,Afghanistan,38041757
16,6,2020,761,7,Afghanistan,38041757
15,6,2020,664,20,Afghanistan,38041757
14,6,2020,556,5,Afghanistan,38041757
13,6,2020,656,20,Afghanistan,38041757
12,6,2020,747,21,Afghanistan,38041757
11,6,2020,684,21,Afghanistan,38041757
10,6,2020,542,15,Afghanistan,38041757
9,6,2020,575,12,Afghanistan,38041757
8,6,2020,791,30,Afghanistan,38041757
7,6,2020,582,18,Afghanistan,38041757
6,6,2020,915,9,Afghanistan,38041757
5,6,2020,787,6,Afghanistan,38041757
4,6,2020,758,24,Afghanistan,38041757
3,6,2020,759,5,Afghanistan,38041757
2,6,2020,545,8,Afghanistan,38041757
1,6,2020,680,8,Afghanistan,38041757
31,5,2020,866,3,Afghanistan,38041757
30,5,2020,623,11,Afghanistan,38041757
29,5,2020,580,8,Afghanistan,38041757
28,5,2020,625,7,Afghanistan,38041757
27,5,2020,658,1,Afghanistan,38041757
26,5,2020,591,1,Afghanistan,38041757
25,5,2020,584,2,Afghanistan,38041757
24,5,2020,782,11,Afghanistan,38041757
23,5,2020,540,12,Afghanistan,38041757
22,5,2020,531,6,Afghanistan,38041757
21,5,2020,492,9,Afghanistan,38041757
20,5,2020,581,5,Afghanistan,38041757
19,5,2020,408,4,Afghanistan,38041757
18,5,2020,262,1,Afghanistan,38041757
17,5,2020,0,0,Afghanistan,38041757
16,5,2020,1063,32,Afghanistan,38041757
15,5,2020,113,6,Afghanistan,38041757
14,5,2020,259,3,Afghanistan,38041757
13,5,2020,280,5,Afghanistan,38041757
12,5,2020,285,2,Afghanistan,38041757
11,5,2020,369,5,Afghanistan,38041757
10,5,2020,255,6,Afghanistan,38041757
9,5,2020,215,3,Afghanistan,38041757
8,5,2020,171,2,Afghanistan,38041757
7,5,2020,168,9,Afghanistan,38041757
6,5,2020,330,5,Afghanistan,38041757
5,5,2020,190,5,Afghanistan,38041757
4,5,2020,235,13,Afghanistan,38041757
3,5,2020,134,4,Afghanistan,38041757
2,5,2020,164,4,Afghanistan,38041757
1,5,2020,222,4,Afghanistan,38041757
30,4,2020,122,0,Afghanistan,38041757
29,4,2020,124,3,Afghanistan,38041757
28,4,2020,172,0,Afghanistan,38041757
27,4,2020,68,10,Afghanistan,38041757
26,4,2020,112,4,Afghanistan,38041757
25,4,2020,70,1,Afghanistan,38041757
24,4,2020,105,2,Afghanistan,38041757
23,4,2020,84,4,Afghanistan,38041757
22,4,2020,61,1,Afghanistan,38041757
21,4,2020,35,2,Afghanistan,38041757
20,4,2020,88,3,Afghanistan,38041757
19,4,2020,63,0,Afghanistan,38041757
18,4,2020,51,1,Afghanistan,38041757
17,4,2020,10,4,Afghanistan,38041757
16,4,2020,70,2,Afghanistan,38041757
15,4,2020,49,2,Afghanistan,38041757
14,4,2020,58,3,Afghanistan,38041757
13,4,2020,52,0,Afghanistan,38041757
12,4,2020,34,3,Afghanistan,38041757
11,4,2020,37,0,Afghanistan,38041757
10,4,2020,61,1,Afghanistan,38041757
9,4,2020,56,3,Afghanistan,38041757
8,4,2020,30,4,Afghanistan,38041757
7,4,2020,38,0,Afghanistan,38041757
6,4,2020,29,2,Afghanistan,38041757
5,4,2020,35,1,Afghanistan,38041757
4,4,2020,0,0,Afghanistan,38041757
3,4,2020,43,0,Afghanistan,38041757
2,4,2020,26,0,Afghanistan,38041757
1,4,2020,25,0,Afghanistan,38041757
31,3,2020,27,0,Afghanistan,38041757
30,3,2020,8,1,Afghanistan,38041757
29,3,2020,15,1,Afghanistan,38041757
28,3,2020,16,1,Afghanistan,38041757
27,3,2020,0,0,Afghanistan,38041757
26,3,2020,33,0,Afghanistan,38041757
25,3,2020,2,0,Afghanistan,38041757
24,3,2020,6,1,Afghanistan,38041757
23,3,2020,10,0,Afghanistan,38041757
22,3,2020,0,0,Afghanistan,38041757
21,3,2020,2,0,Afghanistan,38041757
20,3,2020,0,0,Afghanistan,38041757
19,3,2020,0,0,Afghanistan,38041757
18,3,2020,1,0,Afghanistan,38041757
17,3,2020,5,0,Afghanistan,38041757
16,3,2020,6,0,Afghanistan,38041757
15,3,2020,3,0,Afghanistan,38041757
11,3,2020,3,0,Afghanistan,38041757
8,3,2020,3,0,Afghanistan,38041757
2,3,2020,0,0,Afghanistan,38041757
1,3,2020,0,0,Afghanistan,38041757
29,2,2020,0,0,Afghanistan,38041757
28,2,2020,0,0,Afghanistan,38041757
27,2,2020,0,0,Afghanistan,38041757
26,2,2020,0,0,Afghanistan,38041757
25,2,2020,1,0,Afghanistan,38041757
24,2,2020,0,0,Afghanistan,38041757
23,2,2020,0,0,Afghanistan,38041757
22,2,2020,0,0,Afghanistan,38041757
21,2,2020,0,0,Afghanistan,38041757
20,2,2020,0,0,Afghanistan,38041757
19,2,2020,0,0,Afghanistan,38041757
18,2,2020,0,0,Afghanistan,38041757
17,2,2020,0,0,Afghanistan,38041757
16,2,2020,0,0,Afghanistan,38041757
15,2,2020,0,0,Afghanistan,38041757
14,2,2020,0,0,Afghanistan,38041757
13,2,2020,0,0,Afghanistan,38041757
12,2,2020,0,0,Afghanistan,38041757
11,2,2020,0,0,Afghanistan,38041757
10,2,2020,0,0,Afghanistan,38041757
9,2,2020,0,0,Afghanistan,38041757
8,2,2020,0,0,Afghanistan,38041757
7,2,2020,0,0,Afghanistan,38041757
6,2,2020,0,0,Afghanistan,38041757
5,2,2020,0,0,Afghanistan,38041757
4,2,2020,0,0,Afghanistan,38041757
3,2,2020,0,0,Afghanistan,38041757
2,2,2020,0,0,Afghanistan,38041757
1,2,2020,0,0,Afghanistan,38041757
31,1,2020,0,0,Afghanistan,38041757
30,1,2020,0,0,Afghanistan,38041757
29,1,2020,0,0,Afghanistan,38041757
28,1,2020,0,0,Afghanistan,38041757
27,1,2020,0,0,Afghanistan,38041757
26,1,2020,0,0,Afghanistan,38041757
25,1,2020,0,0,Afghanistan,38041757
24,1,2020,0,0,Afghanistan,38041757
23,1,2020,0,0,Afghanistan,38041757
22,1,2020,0,0,Afghanistan,38041757
21,1,2020,0,0,Afghanistan,38041757
20,1,2020,0,0,Afghanistan,38041757
19,1,2020,0,0,Afghanistan,38041757
18,1,2020,0,0,Afghanistan,38041757
17,1,2020,0,0,Afghanistan,38041757
16,1,2020,0,0,Afghanistan,38041757
15,1,2020,0,0,Afghanistan,38041757
14,1,2020,0,0,Afghanistan,38041757
13,1,2020,0,0,Afghanistan,38041757
12,1,2020,0,0,Afghanistan,38041757
11,1,2020,0,0,Afghanistan,38041757
10,1,2020,0,0,Afghanistan,38041757
9,1,2020,0,0,Afghanistan,38041757
8,1,2020,0,0,Afghanistan,38041757
7,1,2020,0,0,Afghanistan,38041757
6,1,2020,0,0,Afghanistan,38041757
5,1,2020,0,0,Afghanistan,38041757
4,1,2020,0,0,Afghanistan,38041757
3,1,2020,0,0,Afghanistan,38041757
2,1,2020,0,0,Afghanistan,38041757
1,1,2020,0,0,Afghanistan,38041757
31,12,2019,0,0,Afghanistan,38041757
6,7,2020,74,2,Albania,2862427
5,7,2020,67,2,Albania,2862427
4,7,2020,90,3,Albania,2862427
3,7,2020,82,4,Albania,2862427
2,7,2020,45,3,Albania,2862427
1,7,2020,69,4,Albania,2862427
30,6,2020,64,3,Albania,2862427
29,6,2020,72,2,Albania,2862427
28,6,2020,61,2,Albania,2862427
27,6,2020,77,2,Albania,2862427
26,6,2020,78,2,Albania,2862427
25,6,2020,67,2,Albania,2862427
24,6,2020,52,1,Albania,2862427
23,6,2020,68,0,Albania,2862427
22,6,2020,36,1,Albania,2862427
21,6,2020,53,1,Albania,2862427
20,6,2020,50,3,Albania,2862427
19,6,2020,66,1,Albania,2862427
18,6,2020,50,1,Albania,2862427
17,6,2020,82,1,Albania,2862427
16,6,2020,69,0,Albania,2862427
15,6,2020,57,0,Albania,2862427
14,6,2020,48,0,Albania,2862427
13,6,2020,31,1,Albania,2862427
12,6,2020,44,1,Albania,2862427
11,6,2020,42,0,Albania,2862427
10,6,2020,36,0,Albania,2862427
9,6,2020,17,0,Albania,2862427
8,6,2020,14,0,Albania,2862427
7,6,2020,20,1,Albania,2862427
6,6,2020,15,0,Albania,2862427
5,6,2020,13,0,Albania,2862427
4,6,2020,20,0,Albania,2862427
3,6,2020,21,0,Albania,2862427
2,6,2020,6,0,Albania,2862427
1,6,2020,15,0,Albania,2862427
31,5,2020,23,0,Albania,2862427
30,5,2020,23,0,Albania,2862427
29,5,2020,26,0,Albania,2862427
28,5,2020,21,0,Albania,2862427
27,5,2020,25,1,Albania,2862427
26,5,2020,6,0,Albania,2862427
25,5,2020,9,1,Albania,2862427
24,5,2020,8,0,Albania,2862427
23,5,2020,12,0,Albania,2862427
22,5,2020,5,0,Albania,2862427
21,5,2020,15,0,Albania,2862427
20,5,2020,1,0,Albania,2862427
19,5,2020,2,0,Albania,2862427
18,5,2020,13,0,Albania,2862427
17,5,2020,17,0,Albania,2862427
16,5,2020,18,0,Albania,2862427
15,5,2020,18,0,Albania,2862427
14,5,2020,4,0,Albania,2862427
13,5,2020,4,0,Albania,2862427
12,5,2020,4,0,Albania,2862427
11,5,2020,12,0,Albania,2862427
10,5,2020,6,0,Albania,2862427
9,5,2020,8,0,Albania,2862427
8,5,2020,10,0,Albania,2862427
7,5,2020,12,0,Albania,2862427
6,5,2020,17,0,Albania,2862427
5,5,2020,8,0,Albania,2862427
4,5,2020,6,0,Albania,2862427
3,5,2020,7,0,Albania,2862427
2,5,2020,9,0,Albania,2862427
1,5,2020,7,0,Albania,2862427
30,4,2020,16,1,Albania,2862427
29,4,2020,14,2,Albania,2862427
28,4,2020,10,0,Albania,2862427
27,4,2020,14,1,Albania,2862427
26,4,2020,34,0,Albania,2862427
25,4,2020,15,0,Albania,2862427
24,4,2020,29,0,Albania,2862427
23,4,2020,25,1,Albania,2862427
22,4,2020,25,0,Albania,2862427
21,4,2020,22,0,Albania,2862427
20,4,2020,14,0,Albania,2862427
19,4,2020,9,0,Albania,2862427
18,4,2020,21,0,Albania,2862427
17,4,2020,24,1,Albania,2862427
16,4,2020,19,1,Albania,2862427
15,4,2020,8,1,Albania,2862427
14,4,2020,21,0,Albania,2862427
13,4,2020,13,0,Albania,2862427
12,4,2020,17,0,Albania,2862427
11,4,2020,7,0,Albania,2862427
10,4,2020,9,1,Albania,2862427
9,4,2020,17,0,Albania,2862427
8,4,2020,6,0,Albania,2862427
7,4,2020,16,1,Albania,2862427
6,4,2020,28,2,Albania,2862427
5,4,2020,29,2,Albania,2862427
4,4,2020,27,1,Albania,2862427
3,4,2020,18,1,Albania,2862427
2,4,2020,16,0,Albania,2862427
1,4,2020,20,3,Albania,2862427
31,3,2020,11,2,Albania,2862427
30,3,2020,15,0,Albania,2862427
29,3,2020,11,1,Albania,2862427
28,3,2020,12,3,Albania,2862427
27,3,2020,28,1,Albania,2862427
26,3,2020,23,0,Albania,2862427
25,3,2020,23,1,Albania,2862427
24,3,2020,11,2,Albania,2862427
23,3,2020,13,0,Albania,2862427
22,3,2020,6,0,Albania,2862427
21,3,2020,0,0,Albania,2862427
20,3,2020,11,0,Albania,2862427
19,3,2020,4,1,Albania,2862427
18,3,2020,4,0,Albania,2862427
17,3,2020,9,0,Albania,2862427
16,3,2020,4,0,Albania,2862427
15,3,2020,5,0,Albania,2862427
14,3,2020,10,0,Albania,2862427
13,3,2020,12,0,Albania,2862427
12,3,2020,1,1,Albania,2862427
11,3,2020,4,0,Albania,2862427
10,3,2020,4,0,Albania,2862427
9,3,2020,2,0,Albania,2862427
6,7,2020,441,6,Algeria,43053054
5,7,2020,430,9,Algeria,43053054
4,7,2020,413,9,Algeria,43053054
3,7,2020,385,8,Algeria,43053054
2,7,2020,365,8,Algeria,43053054
1,7,2020,336,7,Algeria,43053054
30,6,2020,298,8,Algeria,43053054
29,6,2020,305,5,Algeria,43053054
28,6,2020,283,7,Algeria,43053054
27,6,2020,240,7,Algeria,43053054
26,6,2020,197,9,Algeria,43053054
25,6,2020,172,8,Algeria,43053054
24,6,2020,156,9,Algeria,43053054
23,6,2020,149,7,Algeria,43053054
22,6,2020,140,8,Algeria,43053054
21,6,2020,127,12,Algeria,43053054
20,6,2020,119,14,Algeria,43053054
19,6,2020,117,12,Algeria,43053054
18,6,2020,121,11,Algeria,43053054
17,6,2020,116,11,Algeria,43053054
16,6,2020,112,10,Algeria,43053054
15,6,2020,109,7,Algeria,43053054
14,6,2020,112,9,Algeria,43053054
13,6,2020,109,10,Algeria,43053054
12,6,2020,105,9,Algeria,43053054
11,6,2020,102,8,Algeria,43053054
10,6,2020,117,9,Algeria,43053054
9,6,2020,111,8,Algeria,43053054
8,6,2020,104,9,Algeria,43053054
7,6,2020,115,8,Algeria,43053054
6,6,2020,104,9,Algeria,43053054
5,6,2020,205,14,Algeria,43053054
4,6,2020,0,0,Algeria,43053054
3,6,2020,113,6,Algeria,43053054
2,6,2020,119,8,Algeria,43053054
1,6,2020,127,7,Algeria,43053054
31,5,2020,133,8,Algeria,43053054
30,5,2020,137,8,Algeria,43053054
29,5,2020,140,7,Algeria,43053054
28,5,2020,160,6,Algeria,43053054
27,5,2020,194,8,Algeria,43053054
26,5,2020,197,9,Algeria,43053054
25,5,2020,193,8,Algeria,43053054
24,5,2020,195,10,Algeria,43053054
23,5,2020,190,7,Algeria,43053054
22,5,2020,186,7,Algeria,43053054
21,5,2020,165,7,Algeria,43053054
20,5,2020,176,6,Algeria,43053054
19,5,2020,182,7,Algeria,43053054
18,5,2020,198,6,Algeria,43053054
17,5,2020,192,6,Algeria,43053054
16,5,2020,187,7,Algeria,43053054
15,5,2020,189,7,Algeria,43053054
14,5,2020,186,7,Algeria,43053054
13,5,2020,176,8,Algeria,43053054
12,5,2020,168,5,Algeria,43053054
11,5,2020,165,8,Algeria,43053054
10,5,2020,189,6,Algeria,43053054
9,5,2020,187,5,Algeria,43053054
8,5,2020,185,7,Algeria,43053054
7,5,2020,159,6,Algeria,43053054
6,5,2020,190,5,Algeria,43053054
5,5,2020,174,2,Algeria,43053054
4,5,2020,179,4,Algeria,43053054
3,5,2020,141,6,Algeria,43053054
2,5,2020,148,3,Algeria,43053054
1,5,2020,158,6,Algeria,43053054
30,4,2020,199,7,Algeria,43053054
29,4,2020,132,5,Algeria,43053054
28,4,2020,135,7,Algeria,43053054
27,4,2020,126,6,Algeria,43053054
26,4,2020,129,4,Algeria,43053054
25,4,2020,120,8,Algeria,43053054
24,4,2020,97,5,Algeria,43053054
23,4,2020,99,10,Algeria,43053054
22,4,2020,93,8,Algeria,43053054
21,4,2020,89,9,Algeria,43053054
20,4,2020,94,8,Algeria,43053054
19,4,2020,117,3,Algeria,43053054
18,4,2020,150,16,Algeria,43053054
17,4,2020,108,12,Algeria,43053054
16,4,2020,90,11,Algeria,43053054
15,4,2020,87,12,Algeria,43053054
14,4,2020,69,20,Algeria,43053054
13,4,2020,89,18,Algeria,43053054
12,4,2020,64,19,Algeria,43053054
11,4,2020,95,21,Algeria,43053054
10,4,2020,94,30,Algeria,43053054
9,4,2020,104,12,Algeria,43053054
8,4,2020,45,20,Algeria,43053054
7,4,2020,103,21,Algeria,43053054
6,4,2020,69,22,Algeria,43053054
5,4,2020,80,25,Algeria,43053054
4,4,2020,185,42,Algeria,43053054
3,4,2020,139,5,Algeria,43053054
2,4,2020,131,14,Algeria,43053054
1,4,2020,132,9,Algeria,43053054
31,3,2020,73,4,Algeria,43053054
30,3,2020,57,2,Algeria,43053054
29,3,2020,45,3,Algeria,43053054
28,3,2020,42,1,Algeria,43053054
27,3,2020,65,4,Algeria,43053054
26,3,2020,38,2,Algeria,43053054
25,3,2020,34,2,Algeria,43053054
24,3,2020,29,0,Algeria,43053054
23,3,2020,62,2,Algeria,43053054
22,3,2020,37,5,Algeria,43053054
21,3,2020,12,3,Algeria,43053054
20,3,2020,18,1,Algeria,43053054
19,3,2020,12,1,Algeria,43053054
18,3,2020,2,1,Algeria,43053054
17,3,2020,10,0,Algeria,43053054
16,3,2020,11,2,Algeria,43053054
15,3,2020,11,0,Algeria,43053054
14,3,2020,1,1,Algeria,43053054
13,3,2020,5,1,Algeria,43053054
12,3,2020,0,0,Algeria,43053054
9,3,2020,3,0,Algeria,43053054
6,3,2020,5,0,Algeria,43053054
5,3,2020,7,0,Algeria,43053054
4,3,2020,2,0,Algeria,43053054
2,3,2020,0,0,Algeria,43053054
1,3,2020,2,0,Algeria,43053054
29,2,2020,0,0,Algeria,43053054
28,2,2020,0,0,Algeria,43053054
27,2,2020,0,0,Algeria,43053054
26,2,2020,1,0,Algeria,43053054
25,2,2020,0,0,Algeria,43053054
24,2,2020,0,0,Algeria,43053054
23,2,2020,0,0,Algeria,43053054
22,2,2020,0,0,Algeria,43053054
21,2,2020,0,0,Algeria,43053054
20,2,2020,0,0,Algeria,43053054
19,2,2020,0,0,Algeria,43053054
18,2,2020,0,0,Algeria,43053054
17,2,2020,0,0,Algeria,43053054
16,2,2020,0,0,Algeria,43053054
15,2,2020,0,0,Algeria,43053054
14,2,2020,0,0,Algeria,43053054
13,2,2020,0,0,Algeria,43053054
12,2,2020,0,0,Algeria,43053054
11,2,2020,0,0,Algeria,43053054
10,2,2020,0,0,Algeria,43053054
9,2,2020,0,0,Algeria,43053054
8,2,2020,0,0,Algeria,43053054
7,2,2020,0,0,Algeria,43053054
6,2,2020,0,0,Algeria,43053054
5,2,2020,0,0,Algeria,43053054
4,2,2020,0,0,Algeria,43053054
3,2,2020,0,0,Algeria,43053054
2,2,2020,0,0,Algeria,43053054
1,2,2020,0,0,Algeria,43053054
31,1,2020,0,0,Algeria,43053054
30,1,2020,0,0,Algeria,43053054
29,1,2020,0,0,Algeria,43053054
28,1,2020,0,0,Algeria,43053054
27,1,2020,0,0,Algeria,43053054
26,1,2020,0,0,Algeria,43053054
25,1,2020,0,0,Algeria,43053054
24,1,2020,0,0,Algeria,43053054
23,1,2020,0,0,Algeria,43053054
22,1,2020,0,0,Algeria,43053054
21,1,2020,0,0,Algeria,43053054
20,1,2020,0,0,Algeria,43053054
19,1,2020,0,0,Algeria,43053054
18,1,2020,0,0,Algeria,43053054
17,1,2020,0,0,Algeria,43053054
16,1,2020,0,0,Algeria,43053054
15,1,2020,0,0,Algeria,43053054
14,1,2020,0,0,Algeria,43053054
13,1,2020,0,0,Algeria,43053054
12,1,2020,0,0,Algeria,43053054
11,1,2020,0,0,Algeria,43053054
10,1,2020,0,0,Algeria,43053054
9,1,2020,0,0,Algeria,43053054
8,1,2020,0,0,Algeria,43053054
7,1,2020,0,0,Algeria,43053054
6,1,2020,0,0,Algeria,43053054
5,1,2020,0,0,Algeria,43053054
4,1,2020,0,0,Algeria,43053054
3,1,2020,0,0,Algeria,43053054
2,1,2020,0,0,Algeria,43053054
1,1,2020,0,0,Algeria,43053054
31,12,2019,0,0,Algeria,43053054
6,7,2020,0,0,Andorra,76177
5,7,2020,0,0,Andorra,76177
4,7,2020,0,0,Andorra,76177
3,7,2020,0,0,Andorra,76177
2,7,2020,0,0,Andorra,76177
1,7,2020,0,0,Andorra,76177
30,6,2020,0,0,Andorra,76177
29,6,2020,0,0,Andorra,76177
28,6,2020,0,0,Andorra,76177
27,6,2020,0,0,Andorra,76177
26,6,2020,0,0,Andorra,76177
25,6,2020,0,0,Andorra,76177
24,6,2020,0,0,Andorra,76177
23,6,2020,0,0,Andorra,76177
22,6,2020,0,0,Andorra,76177
21,6,2020,0,0,Andorra,76177
20,6,2020,0,0,Andorra,76177
19,6,2020,1,0,Andorra,76177
18,6,2020,0,0,Andorra,76177
17,6,2020,1,1,Andorra,76177
16,6,2020,0,0,Andorra,76177
15,6,2020,0,0,Andorra,76177
14,6,2020,0,0,Andorra,76177
13,6,2020,1,0,Andorra,76177
12,6,2020,0,0,Andorra,76177
11,6,2020,0,0,Andorra,76177
10,6,2020,0,0,Andorra,76177
9,6,2020,0,0,Andorra,76177
8,6,2020,0,0,Andorra,76177
7,6,2020,0,0,Andorra,76177
6,6,2020,0,0,Andorra,76177
5,6,2020,1,0,Andorra,76177
4,6,2020,7,0,Andorra,76177
3,6,2020,79,0,Andorra,76177
2,6,2020,1,0,Andorra,76177
1,6,2020,0,0,Andorra,76177
31,5,2020,0,0,Andorra,76177
30,5,2020,1,0,Andorra,76177
29,5,2020,0,0,Andorra,76177
28,5,2020,0,0,Andorra,76177
27,5,2020,0,0,Andorra,76177
26,5,2020,0,0,Andorra,76177
25,5,2020,1,0,Andorra,76177
24,5,2020,0,0,Andorra,76177
23,5,2020,0,0,Andorra,76177
22,5,2020,0,0,Andorra,76177
21,5,2020,1,0,Andorra,76177
20,5,2020,0,0,Andorra,76177
19,5,2020,0,0,Andorra,76177
18,5,2020,0,0,Andorra,76177
17,5,2020,0,2,Andorra,76177
16,5,2020,0,0,Andorra,76177
15,5,2020,1,0,Andorra,76177
14,5,2020,2,1,Andorra,76177
13,5,2020,2,0,Andorra,76177
12,5,2020,1,0,Andorra,76177
11,5,2020,1,0,Andorra,76177
10,5,2020,2,1,Andorra,76177
9,5,2020,0,0,Andorra,76177
8,5,2020,1,1,Andorra,76177
7,5,2020,0,0,Andorra,76177
6,5,2020,1,1,Andorra,76177
5,5,2020,2,0,Andorra,76177
4,5,2020,1,1,Andorra,76177
3,5,2020,1,1,Andorra,76177
2,5,2020,1,1,Andorra,76177
1,5,2020,2,0,Andorra,76177
30,4,2020,0,1,Andorra,76177
29,4,2020,0,1,Andorra,76177
28,4,2020,3,0,Andorra,76177
27,4,2020,7,0,Andorra,76177
26,4,2020,2,0,Andorra,76177
25,4,2020,7,3,Andorra,76177
24,4,2020,1,0,Andorra,76177
23,4,2020,6,0,Andorra,76177
22,4,2020,0,1,Andorra,76177
21,4,2020,4,0,Andorra,76177
20,4,2020,9,1,Andorra,76177
19,4,2020,8,0,Andorra,76177
18,4,2020,14,2,Andorra,76177
17,4,2020,9,0,Andorra,76177
16,4,2020,14,2,Andorra,76177
15,4,2020,13,2,Andorra,76177
14,4,2020,8,0,Andorra,76177
13,4,2020,16,1,Andorra,76177
12,4,2020,21,2,Andorra,76177
11,4,2020,18,1,Andorra,76177
10,4,2020,19,2,Andorra,76177
9,4,2020,19,1,Andorra,76177
8,4,2020,19,1,Andorra,76177
7,4,2020,25,3,Andorra,76177
6,4,2020,35,1,Andorra,76177
5,4,2020,27,1,Andorra,76177
4,4,2020,11,1,Andorra,76177
3,4,2020,38,1,Andorra,76177
2,4,2020,14,2,Andorra,76177
1,4,2020,6,4,Andorra,76177
31,3,2020,36,2,Andorra,76177
30,3,2020,26,2,Andorra,76177
29,3,2020,41,1,Andorra,76177
28,3,2020,43,0,Andorra,76177
27,3,2020,36,3,Andorra,76177
26,3,2020,24,0,Andorra,76177
25,3,2020,31,0,Andorra,76177
24,3,2020,20,0,Andorra,76177
23,3,2020,25,0,Andorra,76177
22,3,2020,13,0,Andorra,76177
21,3,2020,0,0,Andorra,76177
20,3,2020,22,0,Andorra,76177
19,3,2020,39,0,Andorra,76177
18,3,2020,0,0,Andorra,76177
17,3,2020,9,0,Andorra,76177
16,3,2020,3,0,Andorra,76177
14,3,2020,1,0,Andorra,76177
3,3,2020,1,0,Andorra,76177
6,7,2020,0,0,Angola,31825299
5,7,2020,18,1,Angola,31825299
4,7,2020,13,1,Angola,31825299
3,7,2020,24,2,Angola,31825299
2,7,2020,7,2,Angola,31825299
1,7,2020,8,2,Angola,31825299
30,6,2020,9,0,Angola,31825299
29,6,2020,23,1,Angola,31825299
28,6,2020,32,0,Angola,31825299
27,6,2020,15,0,Angola,31825299
26,6,2020,8,0,Angola,31825299
25,6,2020,3,0,Angola,31825299
24,6,2020,3,1,Angola,31825299
23,6,2020,7,0,Angola,31825299
22,6,2020,4,1,Angola,31825299
21,6,2020,6,0,Angola,31825299
20,6,2020,11,1,Angola,31825299
19,6,2020,0,0,Angola,31825299
18,6,2020,13,1,Angola,31825299
17,6,2020,0,0,Angola,31825299
16,6,2020,2,0,Angola,31825299
15,6,2020,2,0,Angola,31825299
14,6,2020,8,1,Angola,31825299
13,6,2020,12,0,Angola,31825299
12,6,2020,5,1,Angola,31825299
11,6,2020,17,0,Angola,31825299
10,6,2020,4,0,Angola,31825299
9,6,2020,1,0,Angola,31825299
8,6,2020,5,0,Angola,31825299
7,6,2020,0,0,Angola,31825299
6,6,2020,0,0,Angola,31825299
5,6,2020,0,0,Angola,31825299
4,6,2020,0,0,Angola,31825299
3,6,2020,0,0,Angola,31825299
2,6,2020,0,0,Angola,31825299
1,6,2020,2,0,Angola,31825299
31,5,2020,7,0,Angola,31825299
30,5,2020,4,0,Angola,31825299
29,5,2020,2,0,Angola,31825299
28,5,2020,0,0,Angola,31825299
27,5,2020,2,0,Angola,31825299
26,5,2020,0,0,Angola,31825299
25,5,2020,9,1,Angola,31825299
24,5,2020,0,0,Angola,31825299
23,5,2020,2,0,Angola,31825299
22,5,2020,6,0,Angola,31825299
21,5,2020,2,1,Angola,31825299
20,5,2020,2,0,Angola,31825299
19,5,2020,0,0,Angola,31825299
18,5,2020,0,0,Angola,31825299
17,5,2020,0,0,Angola,31825299
16,5,2020,0,0,Angola,31825299
15,5,2020,3,0,Angola,31825299
14,5,2020,0,0,Angola,31825299
13,5,2020,0,0,Angola,31825299
12,5,2020,0,0,Angola,31825299
11,5,2020,2,0,Angola,31825299
10,5,2020,0,0,Angola,31825299
9,5,2020,7,0,Angola,31825299
8,5,2020,0,0,Angola,31825299
7,5,2020,0,0,Angola,31825299
6,5,2020,1,0,Angola,31825299
5,5,2020,0,0,Angola,31825299
4,5,2020,0,0,Angola,31825299
3,5,2020,6,0,Angola,31825299
2,5,2020,2,0,Angola,31825299
1,5,2020,0,0,Angola,31825299
30,4,2020,0,0,Angola,31825299
29,4,2020,0,0,Angola,31825299
28,4,2020,1,0,Angola,31825299
27,4,2020,1,0,Angola,31825299
26,4,2020,0,0,Angola,31825299
25,4,2020,0,0,Angola,31825299
24,4,2020,1,0,Angola,31825299
23,4,2020,0,0,Angola,31825299
22,4,2020,0,0,Angola,31825299
21,4,2020,0,0,Angola,31825299
20,4,2020,0,0,Angola,31825299
19,4,2020,5,0,Angola,31825299
18,4,2020,0,0,Angola,31825299
17,4,2020,0,0,Angola,31825299
16,4,2020,0,0,Angola,31825299
15,4,2020,0,0,Angola,31825299
14,4,2020,0,0,Angola,31825299
13,4,2020,0,0,Angola,31825299
12,4,2020,0,0,Angola,31825299
11,4,2020,0,0,Angola,31825299
10,4,2020,0,0,Angola,31825299
9,4,2020,2,0,Angola,31825299
8,4,2020,1,0,Angola,31825299
7,4,2020,2,0,Angola,31825299
6,4,2020,4,0,Angola,31825299
5,4,2020,2,0,Angola,31825299
4,4,2020,0,0,Angola,31825299
3,4,2020,0,0,Angola,31825299
2,4,2020,1,0,Angola,31825299
1,4,2020,0,0,Angola,31825299
31,3,2020,0,0,Angola,31825299
30,3,2020,3,2,Angola,31825299
