day,month,year,cases,deaths,countriesAndTerritories,popData2019
14,3,2020,3,0,Tunisia,11694721
13,3,2020,6,0,Tunisia,11694721
12,3,2020,2,0,Tunisia,11694721
11,3,2020,3,0,Tunisia,11694721
10,3,2020,1,0,Tunisia,11694721
3,3,2020,1,0,Tunisia,11694721
6,7,2020,1148,19,Turkey,82003882
5,7,2020,1154,20,Turkey,82003882
4,7,2020,1172,19,Turkey,82003882
3,7,2020,1186,17,Turkey,82003882
2,7,2020,1192,19,Turkey,82003882
1,7,2020,1293,16,Turkey,82003882
30,6,2020,1374,18,Turkey,82003882
29,6,2020,1356,15,Turkey,82003882
28,6,2020,1372,17,Turkey,82003882
27,6,2020,1396,19,Turkey,82003882
26,6,2020,1458,21,Turkey,82003882
25,6,2020,1492,24,Turkey,82003882
24,6,2020,1268,27,Turkey,82003882
23,6,2020,1212,24,Turkey,82003882
22,6,2020,1192,23,Turkey,82003882
21,6,2020,1248,22,Turkey,82003882
20,6,2020,1214,23,Turkey,82003882
19,6,2020,1304,21,Turkey,82003882
18,6,2020,1429,19,Turkey,82003882
17,6,2020,1467,17,Turkey,82003882
16,6,2020,1592,18,Turkey,82003882
15,6,2020,1562,15,Turkey,82003882
14,6,2020,1459,14,Turkey,82003882
13,6,2020,1195,15,Turkey,82003882
12,6,2020,987,17,Turkey,82003882
11,6,2020,922,17,Turkey,82003882
10,6,2020,993,18,Turkey,82003882
9,6,2020,989,19,Turkey,82003882
8,6,2020,914,23,Turkey,82003882
7,6,2020,878,21,Turkey,82003882
6,6,2020,930,18,Turkey,82003882
5,6,2020,988,21,Turkey,82003882
4,6,2020,867,24,Turkey,82003882
3,6,2020,786,22,Turkey,82003882
2,6,2020,827,23,Turkey,82003882
1,6,2020,839,25,Turkey,82003882
31,5,2020,983,26,Turkey,82003882
30,5,2020,1141,28,Turkey,82003882
29,5,2020,1182,30,Turkey,82003882
28,5,2020,1035,34,Turkey,82003882
27,5,2020,948,28,Turkey,82003882
26,5,2020,987,29,Turkey,82003882
25,5,2020,1141,32,Turkey,82003882
24,5,2020,1186,32,Turkey,82003882
23,5,2020,952,27,Turkey,82003882
22,5,2020,961,27,Turkey,82003882
21,5,2020,972,23,Turkey,82003882
20,5,2020,1022,28,Turkey,82003882
19,5,2020,1158,31,Turkey,82003882
18,5,2020,1368,44,Turkey,82003882
17,5,2020,1610,41,Turkey,82003882
16,5,2020,1708,48,Turkey,82003882
15,5,2020,1635,55,Turkey,82003882
14,5,2020,1639,58,Turkey,82003882
13,5,2020,1704,53,Turkey,82003882
12,5,2020,1114,55,Turkey,82003882
11,5,2020,1542,47,Turkey,82003882
10,5,2020,1546,50,Turkey,82003882
9,5,2020,1848,48,Turkey,82003882
8,5,2020,1977,57,Turkey,82003882
7,5,2020,2253,64,Turkey,82003882
6,5,2020,1832,59,Turkey,82003882
5,5,2020,1614,64,Turkey,82003882
4,5,2020,1670,61,Turkey,82003882
3,5,2020,1983,78,Turkey,82003882
2,5,2020,2188,84,Turkey,82003882
1,5,2020,2615,93,Turkey,82003882
30,4,2020,2936,89,Turkey,82003882
29,4,2020,2392,92,Turkey,82003882
28,4,2020,2131,95,Turkey,82003882
27,4,2020,2357,99,Turkey,82003882
26,4,2020,2861,106,Turkey,82003882
25,4,2020,3122,109,Turkey,82003882
24,4,2020,3116,115,Turkey,82003882
23,4,2020,3083,117,Turkey,82003882
22,4,2020,4611,119,Turkey,82003882
21,4,2020,4674,123,Turkey,82003882
20,4,2020,3977,127,Turkey,82003882
19,4,2020,3783,121,Turkey,82003882
18,4,2020,4353,126,Turkey,82003882
17,4,2020,4801,125,Turkey,82003882
16,4,2020,4281,115,Turkey,82003882
15,4,2020,4062,107,Turkey,82003882
14,4,2020,4093,98,Turkey,82003882
13,4,2020,4789,97,Turkey,82003882
12,4,2020,5138,95,Turkey,82003882
11,4,2020,4747,98,Turkey,82003882
10,4,2020,4056,96,Turkey,82003882
9,4,2020,4117,87,Turkey,82003882
8,4,2020,3892,76,Turkey,82003882
7,4,2020,3148,75,Turkey,82003882
6,4,2020,3135,73,Turkey,82003882
5,4,2020,3013,76,Turkey,82003882
4,4,2020,2786,69,Turkey,82003882
3,4,2020,2456,79,Turkey,82003882
2,4,2020,2148,63,Turkey,82003882
1,4,2020,2704,46,Turkey,82003882
31,3,2020,1610,37,Turkey,82003882
30,3,2020,1815,23,Turkey,82003882
29,3,2020,1704,16,Turkey,82003882
28,3,2020,2069,17,Turkey,82003882
27,3,2020,1196,16,Turkey,82003882
26,3,2020,561,15,Turkey,82003882
25,3,2020,343,7,Turkey,82003882
24,3,2020,293,7,Turkey,82003882
23,3,2020,289,9,Turkey,82003882
22,3,2020,277,12,Turkey,82003882
21,3,2020,311,5,Turkey,82003882
20,3,2020,168,3,Turkey,82003882
19,3,2020,93,1,Turkey,82003882
18,3,2020,51,0,Turkey,82003882
17,3,2020,29,0,Turkey,82003882
16,3,2020,16,0,Turkey,82003882
13,3,2020,1,0,Turkey,82003882
12,3,2020,1,0,Turkey,82003882
6,7,2020,2,0,Turks and Caicos islands,38194
5,7,2020,1,0,Turks and Caicos islands,38194
4,7,2020,0,0,Turks and Caicos islands,38194
3,7,2020,2,0,Turks and Caicos islands,38194
2,7,2020,1,0,Turks and Caicos islands,38194
1,7,2020,0,1,Turks and Caicos islands,38194
30,6,2020,13,0,Turks and Caicos islands,38194
29,6,2020,12,0,Turks and Caicos islands,38194
28,6,2020,1,0,Turks and Caicos islands,38194
27,6,2020,0,0,Turks and Caicos islands,38194
26,6,2020,0,0,Turks and Caicos islands,38194
25,6,2020,1,0,Turks and Caicos islands,38194
24,6,2020,0,0,Turks and Caicos islands,38194
23,6,2020,0,0,Turks and Caicos islands,38194
22,6,2020,2,0,Turks and Caicos islands,38194
21,6,2020,0,0,Turks and Caicos islands,38194
20,6,2020,0,0,Turks and Caicos islands,38194
19,6,2020,0,0,Turks and Caicos islands,38194
18,6,2020,0,0,Turks and Caicos islands,38194
17,6,2020,0,0,Turks and Caicos islands,38194
16,6,2020,0,0,Turks and Caicos islands,38194
15,6,2020,0,0,Turks and Caicos islands,38194
14,6,2020,0,0,Turks and Caicos islands,38194
13,6,2020,0,0,Turks and Caicos islands,38194
12,6,2020,0,0,Turks and Caicos islands,38194
11,6,2020,0,0,Turks and Caicos islands,38194
10,6,2020,0,0,Turks and Caicos islands,38194
9,6,2020,0,0,Turks and Caicos islands,38194
8,6,2020,0,0,Turks and Caicos islands,38194
7,6,2020,0,0,Turks and Caicos islands,38194
6,6,2020,0,0,Turks and Caicos islands,38194
5,6,2020,0,0,Turks and Caicos islands,38194
4,6,2020,0,0,Turks and Caicos islands,38194
3,6,2020,0,0,Turks and Caicos islands,38194
2,6,2020,0,0,Turks and Caicos islands,38194
1,6,2020,0,0,Turks and Caicos islands,38194
31,5,2020,0,0,Turks and Caicos islands,38194
30,5,2020,0,0,Turks and Caicos islands,38194
29,5,2020,0,0,Turks and Caicos islands,38194
28,5,2020,0,0,Turks and Caicos islands,38194
27,5,2020,0,0,Turks and Caicos islands,38194
26,5,2020,0,0,Turks and Caicos islands,38194
25,5,2020,0,0,Turks and Caicos islands,38194
24,5,2020,0,0,Turks and Caicos islands,38194
23,5,2020,0,0,Turks and Caicos islands,38194
22,5,2020,0,0,Turks and Caicos islands,38194
21,5,2020,0,0,Turks and Caicos islands,38194
20,5,2020,0,0,Turks and Caicos islands,38194
19,5,2020,0,0,Turks and Caicos islands,38194
18,5,2020,0,0,Turks and Caicos islands,38194
17,5,2020,0,0,Turks and Caicos islands,38194
16,5,2020,0,0,Turks and Caicos islands,38194
15,5,2020,0,0,Turks and Caicos islands,38194
14,5,2020,0,0,Turks and Caicos islands,38194
13,5,2020,0,0,Turks and Caicos islands,38194
12,5,2020,0,0,Turks and Caicos islands,38194
11,5,2020,0,0,Turks and Caicos islands,38194
10,5,2020,0,0,Turks and Caicos islands,38194
9,5,2020,0,0,Turks and Caicos islands,38194
8,5,2020,0,0,Turks and Caicos islands,38194
7,5,2020,0,0,Turks and Caicos islands,38194
6,5,2020,0,0,Turks and Caicos islands,38194
5,5,2020,0,0,Turks and Caicos islands,38194
4,5,2020,0,0,Turks and Caicos islands,38194
3,5,2020,0,0,Turks and Caicos islands,38194
2,5,2020,0,0,Turks and Caicos islands,38194
1,5,2020,0,0,Turks and Caicos islands,38194
30,4,2020,0,0,Turks and Caicos islands,38194
29,4,2020,0,0,Turks and Caicos islands,38194
28,4,2020,1,0,Turks and Caicos islands,38194
27,4,2020,0,0,Turks and Caicos islands,38194
26,4,2020,0,0,Turks and Caicos islands,38194
25,4,2020,0,0,Turks and Caicos islands,38194
24,4,2020,0,0,Turks and Caicos islands,38194
23,4,2020,0,0,Turks and Caicos islands,38194
22,4,2020,0,0,Turks and Caicos islands,38194
21,4,2020,0,0,Turks and Caicos islands,38194
20,4,2020,0,0,Turks and Caicos islands,38194
19,4,2020,0,0,Turks and Caicos islands,38194
18,4,2020,0,0,Turks and Caicos islands,38194
17,4,2020,0,0,Turks and Caicos islands,38194
16,4,2020,1,0,Turks and Caicos islands,38194
15,4,2020,0,0,Turks and Caicos islands,38194
14,4,2020,1,0,Turks and Caicos islands,38194
13,4,2020,0,0,Turks and Caicos islands,38194
12,4,2020,0,0,Turks and Caicos islands,38194
11,4,2020,1,0,Turks and Caicos islands,38194
10,4,2020,0,0,Turks and Caicos islands,38194
9,4,2020,0,0,Turks and Caicos islands,38194
8,4,2020,0,0,Turks and Caicos islands,38194
7,4,2020,3,0,Turks and Caicos islands,38194
6,4,2020,0,1,Turks and Caicos islands,38194
5,4,2020,0,0,Turks and Caicos islands,38194
4,4,2020,0,0,Turks and Caicos islands,38194
3,4,2020,0,0,Turks and Caicos islands,38194
2,4,2020,0,0,Turks and Caicos islands,38194
1,4,2020,0,0,Turks and Caicos islands,38194
31,3,2020,0,0,Turks and Caicos islands,38194
30,3,2020,0,0,Turks and Caicos islands,38194
29,3,2020,3,0,Turks and Caicos islands,38194
28,3,2020,0,0,Turks and Caicos islands,38194
27,3,2020,1,0,Turks and Caicos islands,38194
26,3,2020,0,0,Turks and Caicos islands,38194
25,3,2020,1,0,Turks and Caicos islands,38194
6,7,2020,12,0,Uganda,44269587
5,7,2020,16,0,Uganda,44269587
4,7,2020,9,0,Uganda,44269587
3,7,2020,9,0,Uganda,44269587
2,7,2020,4,0,Uganda,44269587
1,7,2020,19,0,Uganda,44269587
30,6,2020,11,0,Uganda,44269587
29,6,2020,11,0,Uganda,44269587
28,6,2020,15,0,Uganda,44269587
27,6,2020,12,0,Uganda,44269587
26,6,2020,16,0,Uganda,44269587
25,6,2020,8,0,Uganda,44269587
24,6,2020,23,0,Uganda,44269587
23,6,2020,4,0,Uganda,44269587
22,6,2020,15,0,Uganda,44269587
21,6,2020,0,0,Uganda,44269587
20,6,2020,14,0,Uganda,44269587
19,6,2020,9,0,Uganda,44269587
18,6,2020,8,0,Uganda,44269587
17,6,2020,19,0,Uganda,44269587
16,6,2020,9,0,Uganda,44269587
15,6,2020,11,0,Uganda,44269587
14,6,2020,0,0,Uganda,44269587
13,6,2020,6,0,Uganda,44269587
12,6,2020,14,0,Uganda,44269587
11,6,2020,8,0,Uganda,44269587
10,6,2020,11,0,Uganda,44269587
9,6,2020,30,0,Uganda,44269587
8,6,2020,23,0,Uganda,44269587
7,6,2020,36,0,Uganda,44269587
6,6,2020,35,0,Uganda,44269587
5,6,2020,15,0,Uganda,44269587
4,6,2020,18,0,Uganda,44269587
3,6,2020,32,0,Uganda,44269587
2,6,2020,-1,0,Uganda,44269587
1,6,2020,45,0,Uganda,44269587
31,5,2020,84,0,Uganda,44269587
30,5,2020,12,0,Uganda,44269587
29,5,2020,36,0,Uganda,44269587
28,5,2020,28,0,Uganda,44269587
27,5,2020,31,0,Uganda,44269587
26,5,2020,10,0,Uganda,44269587
25,5,2020,14,0,Uganda,44269587
24,5,2020,23,0,Uganda,44269587
23,5,2020,15,0,Uganda,44269587
22,5,2020,15,0,Uganda,44269587
21,5,2020,-115,0,Uganda,44269587
20,5,2020,0,0,Uganda,44269587
19,5,2020,33,0,Uganda,44269587
18,5,2020,0,0,Uganda,44269587
17,5,2020,24,0,Uganda,44269587
16,5,2020,43,0,Uganda,44269587
15,5,2020,21,0,Uganda,44269587
14,5,2020,13,0,Uganda,44269587
13,5,2020,4,0,Uganda,44269587
12,5,2020,1,0,Uganda,44269587
11,5,2020,5,0,Uganda,44269587
10,5,2020,15,0,Uganda,44269587
9,5,2020,0,0,Uganda,44269587
8,5,2020,3,0,Uganda,44269587
7,5,2020,0,0,Uganda,44269587
6,5,2020,1,0,Uganda,44269587
5,5,2020,8,0,Uganda,44269587
4,5,2020,1,0,Uganda,44269587
3,5,2020,3,0,Uganda,44269587
2,5,2020,2,0,Uganda,44269587
1,5,2020,2,0,Uganda,44269587
30,4,2020,2,0,Uganda,44269587
29,4,2020,0,0,Uganda,44269587
28,4,2020,0,0,Uganda,44269587
27,4,2020,4,0,Uganda,44269587
26,4,2020,0,0,Uganda,44269587
25,4,2020,1,0,Uganda,44269587
24,4,2020,13,0,Uganda,44269587
23,4,2020,3,0,Uganda,44269587
22,4,2020,2,0,Uganda,44269587
21,4,2020,1,0,Uganda,44269587
20,4,2020,0,0,Uganda,44269587
19,4,2020,0,0,Uganda,44269587
18,4,2020,0,0,Uganda,44269587
17,4,2020,0,0,Uganda,44269587
16,4,2020,0,0,Uganda,44269587
15,4,2020,1,0,Uganda,44269587
14,4,2020,0,0,Uganda,44269587
13,4,2020,1,0,Uganda,44269587
12,4,2020,0,0,Uganda,44269587
11,4,2020,0,0,Uganda,44269587
10,4,2020,0,0,Uganda,44269587
9,4,2020,1,0,Uganda,44269587
8,4,2020,0,0,Uganda,44269587
7,4,2020,0,0,Uganda,44269587
6,4,2020,4,0,Uganda,44269587
5,4,2020,0,0,Uganda,44269587
4,4,2020,3,0,Uganda,44269587
3,4,2020,1,0,Uganda,44269587
2,4,2020,0,0,Uganda,44269587
1,4,2020,11,0,Uganda,44269587
31,3,2020,0,0,Uganda,44269587
30,3,2020,3,0,Uganda,44269587
29,3,2020,16,0,Uganda,44269587
28,3,2020,0,0,Uganda,44269587
27,3,2020,0,0,Uganda,44269587
26,3,2020,5,0,Uganda,44269587
25,3,2020,0,0,Uganda,44269587
24,3,2020,8,0,Uganda,44269587
23,3,2020,0,0,Uganda,44269587
22,3,2020,1,0,Uganda,44269587
6,7,2020,1366,35,Ukraine,43993643
5,7,2020,0,0,Ukraine,43993643
4,7,2020,1790,42,Ukraine,43993643
3,7,2020,889,12,Ukraine,43993643
2,7,2020,0,0,Ukraine,43993643
1,7,2020,1370,26,Ukraine,43993643
30,6,2020,646,18,Ukraine,43993643
29,6,2020,917,19,Ukraine,43993643
28,6,2020,948,24,Ukraine,43993643
27,6,2020,1109,19,Ukraine,43993643
26,6,2020,994,16,Ukraine,43993643
25,6,2020,0,0,Ukraine,43993643
24,6,2020,1773,39,Ukraine,43993643
23,6,2020,681,10,Ukraine,43993643
22,6,2020,735,8,Ukraine,43993643
21,6,2020,841,9,Ukraine,43993643
20,6,2020,921,19,Ukraine,43993643
19,6,2020,829,23,Ukraine,43993643
18,6,2020,758,31,Ukraine,43993643
17,6,2020,666,11,Ukraine,43993643
16,6,2020,656,12,Ukraine,43993643
15,6,2020,648,9,Ukraine,43993643
14,6,2020,753,10,Ukraine,43993643
13,6,2020,683,16,Ukraine,43993643
12,6,2020,689,21,Ukraine,43993643
11,6,2020,525,23,Ukraine,43993643
10,6,2020,394,13,Ukraine,43993643
9,6,2020,463,9,Ukraine,43993643
8,6,2020,485,11,Ukraine,43993643
7,6,2020,0,0,Ukraine,43993643
6,6,2020,550,15,Ukraine,43993643
5,6,2020,553,15,Ukraine,43993643
4,6,2020,588,12,Ukraine,43993643
3,6,2020,483,8,Ukraine,43993643
2,6,2020,668,19,Ukraine,43993643
1,6,2020,468,12,Ukraine,43993643
31,5,2020,0,0,Ukraine,43993643
30,5,2020,822,27,Ukraine,43993643
29,5,2020,798,25,Ukraine,43993643
28,5,2020,0,0,Ukraine,43993643
27,5,2020,339,21,Ukraine,43993643
26,5,2020,259,6,Ukraine,43993643
25,5,2020,406,12,Ukraine,43993643
24,5,2020,432,17,Ukraine,43993643
23,5,2020,442,9,Ukraine,43993643
22,5,2020,476,15,Ukraine,43993643
21,5,2020,354,16,Ukraine,43993643
20,5,2020,260,13,Ukraine,43993643
19,5,2020,325,21,Ukraine,43993643
18,5,2020,433,17,Ukraine,43993643
17,5,2020,528,14,Ukraine,43993643
16,5,2020,483,27,Ukraine,43993643
15,5,2020,422,17,Ukraine,43993643
14,5,2020,402,14,Ukraine,43993643
13,5,2020,375,17,Ukraine,43993643
12,5,2020,416,17,Ukraine,43993643
11,5,2020,522,15,Ukraine,43993643
10,5,2020,515,15,Ukraine,43993643
9,5,2020,504,21,Ukraine,43993643
8,5,2020,507,13,Ukraine,43993643
7,5,2020,487,11,Ukraine,43993643
6,5,2020,366,13,Ukraine,43993643
5,5,2020,418,15,Ukraine,43993643
4,5,2020,502,9,Ukraine,43993643
3,5,2020,550,0,Ukraine,43993643
2,5,2020,455,29,Ukraine,43993643
1,5,2020,540,0,Ukraine,43993643
30,4,2020,456,11,Ukraine,43993643
29,4,2020,401,19,Ukraine,43993643
28,4,2020,0,0,Ukraine,43993643
27,4,2020,392,11,Ukraine,43993643
26,4,2020,492,8,Ukraine,43993643
25,4,2020,478,8,Ukraine,43993643
24,4,2020,477,6,Ukraine,43993643
23,4,2020,578,13,Ukraine,43993643
22,4,2020,467,13,Ukraine,43993643
21,4,2020,415,10,Ukraine,43993643
20,4,2020,261,10,Ukraine,43993643
19,4,2020,343,8,Ukraine,43993643
18,4,2020,644,8,Ukraine,43993643
17,4,2020,301,9,Ukraine,43993643
16,4,2020,789,18,Ukraine,43993643
15,4,2020,270,5,Ukraine,43993643
14,4,2020,325,10,Ukraine,43993643
13,4,2020,266,10,Ukraine,43993643
12,4,2020,308,4,Ukraine,43993643
11,4,2020,311,12,Ukraine,43993643
10,4,2020,224,5,Ukraine,43993643
9,4,2020,206,7,Ukraine,43993643
8,4,2020,143,7,Ukraine,43993643
7,4,2020,68,6,Ukraine,43993643
6,4,2020,155,4,Ukraine,43993643
5,4,2020,109,5,Ukraine,43993643
4,4,2020,183,3,Ukraine,43993643
3,4,2020,10,0,Ukraine,43993643
2,4,2020,245,7,Ukraine,43993643
1,4,2020,69,2,Ukraine,43993643
31,3,2020,62,2,Ukraine,43993643
30,3,2020,107,1,Ukraine,43993643
29,3,2020,93,3,Ukraine,43993643
28,3,2020,62,0,Ukraine,43993643
27,3,2020,43,1,Ukraine,43993643
26,3,2020,29,1,Ukraine,43993643
25,3,2020,11,0,Ukraine,43993643
24,3,2020,26,0,Ukraine,43993643
23,3,2020,6,0,Ukraine,43993643
22,3,2020,15,0,Ukraine,43993643
21,3,2020,0,1,Ukraine,43993643
20,3,2020,7,0,Ukraine,43993643
19,3,2020,5,2,Ukraine,43993643
18,3,2020,9,0,Ukraine,43993643
17,3,2020,2,0,Ukraine,43993643
16,3,2020,0,0,Ukraine,43993643
13,3,2020,2,0,Ukraine,43993643
4,3,2020,1,0,Ukraine,43993643
6,7,2020,683,2,United Arab Emirates,9770526
5,7,2020,716,3,United Arab Emirates,9770526
4,7,2020,672,1,United Arab Emirates,9770526
3,7,2020,400,1,United Arab Emirates,9770526
2,7,2020,402,1,United Arab Emirates,9770526
1,7,2020,421,1,United Arab Emirates,9770526
30,6,2020,449,1,United Arab Emirates,9770526
29,6,2020,437,2,United Arab Emirates,9770526
28,6,2020,387,1,United Arab Emirates,9770526
27,6,2020,410,2,United Arab Emirates,9770526
26,6,2020,430,1,United Arab Emirates,9770526
25,6,2020,450,2,United Arab Emirates,9770526
24,6,2020,380,2,United Arab Emirates,9770526
23,6,2020,378,1,United Arab Emirates,9770526
22,6,2020,392,1,United Arab Emirates,9770526
21,6,2020,388,1,United Arab Emirates,9770526
20,6,2020,393,2,United Arab Emirates,9770526
19,6,2020,388,3,United Arab Emirates,9770526
18,6,2020,382,2,United Arab Emirates,9770526
17,6,2020,346,2,United Arab Emirates,9770526
16,6,2020,342,2,United Arab Emirates,9770526
15,6,2020,394,1,United Arab Emirates,9770526
14,6,2020,401,1,United Arab Emirates,9770526
13,6,2020,513,1,United Arab Emirates,9770526
12,6,2020,479,2,United Arab Emirates,9770526
11,6,2020,603,1,United Arab Emirates,9770526
10,6,2020,528,2,United Arab Emirates,9770526
9,6,2020,568,5,United Arab Emirates,9770526
8,6,2020,540,1,United Arab Emirates,9770526
7,6,2020,626,1,United Arab Emirates,9770526
6,6,2020,624,1,United Arab Emirates,9770526
5,6,2020,659,3,United Arab Emirates,9770526
4,6,2020,571,1,United Arab Emirates,9770526
3,6,2020,596,3,United Arab Emirates,9770526
2,6,2020,635,2,United Arab Emirates,9770526
1,6,2020,661,2,United Arab Emirates,9770526
31,5,2020,726,2,United Arab Emirates,9770526
30,5,2020,638,2,United Arab Emirates,9770526
29,5,2020,563,3,United Arab Emirates,9770526
28,5,2020,883,2,United Arab Emirates,9770526
27,5,2020,779,5,United Arab Emirates,9770526
26,5,2020,822,3,United Arab Emirates,9770526
25,5,2020,781,1,United Arab Emirates,9770526
24,5,2020,812,3,United Arab Emirates,9770526
23,5,2020,994,4,United Arab Emirates,9770526
22,5,2020,894,4,United Arab Emirates,9770526
21,5,2020,941,6,United Arab Emirates,9770526
20,5,2020,873,3,United Arab Emirates,9770526
19,5,2020,832,4,United Arab Emirates,9770526
18,5,2020,731,6,United Arab Emirates,9770526
17,5,2020,796,4,United Arab Emirates,9770526
16,5,2020,747,2,United Arab Emirates,9770526
15,5,2020,698,2,United Arab Emirates,9770526
14,5,2020,725,3,United Arab Emirates,9770526
13,5,2020,783,2,United Arab Emirates,9770526
12,5,2020,680,3,United Arab Emirates,9770526
11,5,2020,781,13,United Arab Emirates,9770526
10,5,2020,624,11,United Arab Emirates,9770526
9,5,2020,553,9,United Arab Emirates,9770526
8,5,2020,502,8,United Arab Emirates,9770526
7,5,2020,546,11,United Arab Emirates,9770526
6,5,2020,462,9,United Arab Emirates,9770526
5,5,2020,567,11,United Arab Emirates,9770526
4,5,2020,564,7,United Arab Emirates,9770526
3,5,2020,561,8,United Arab Emirates,9770526
2,5,2020,557,6,United Arab Emirates,9770526
1,5,2020,552,7,United Arab Emirates,9770526
30,4,2020,549,9,United Arab Emirates,9770526
29,4,2020,541,7,United Arab Emirates,9770526
28,4,2020,490,6,United Arab Emirates,9770526
27,4,2020,536,12,United Arab Emirates,9770526
26,4,2020,532,0,United Arab Emirates,9770526
25,4,2020,525,8,United Arab Emirates,9770526
24,4,2020,518,4,United Arab Emirates,9770526
23,4,2020,483,6,United Arab Emirates,9770526
22,4,2020,490,3,United Arab Emirates,9770526
21,4,2020,484,2,United Arab Emirates,9770526
20,4,2020,479,4,United Arab Emirates,9770526
19,4,2020,477,2,United Arab Emirates,9770526
18,4,2020,0,2,United Arab Emirates,9770526
17,4,2020,460,0,United Arab Emirates,9770526
16,4,2020,432,5,United Arab Emirates,9770526
15,4,2020,412,3,United Arab Emirates,9770526
14,4,2020,398,3,United Arab Emirates,9770526
13,4,2020,387,2,United Arab Emirates,9770526
12,4,2020,376,4,United Arab Emirates,9770526
11,4,2020,370,2,United Arab Emirates,9770526
10,4,2020,331,2,United Arab Emirates,9770526
9,4,2020,300,0,United Arab Emirates,9770526
8,4,2020,283,1,United Arab Emirates,9770526
7,4,2020,277,1,United Arab Emirates,9770526
6,4,2020,294,0,United Arab Emirates,9770526
5,4,2020,481,2,United Arab Emirates,9770526
4,4,2020,0,0,United Arab Emirates,9770526
3,4,2020,360,2,United Arab Emirates,9770526
2,4,2020,0,0,United Arab Emirates,9770526
1,4,2020,53,1,United Arab Emirates,9770526
31,3,2020,143,3,United Arab Emirates,9770526
30,3,2020,0,0,United Arab Emirates,9770526
29,3,2020,63,0,United Arab Emirates,9770526
28,3,2020,72,0,United Arab Emirates,9770526
27,3,2020,0,0,United Arab Emirates,9770526
26,3,2020,85,0,United Arab Emirates,9770526
25,3,2020,50,0,United Arab Emirates,9770526
24,3,2020,45,0,United Arab Emirates,9770526
23,3,2020,0,0,United Arab Emirates,9770526
22,3,2020,13,2,United Arab Emirates,9770526
21,3,2020,0,0,United Arab Emirates,9770526
20,3,2020,27,0,United Arab Emirates,9770526
19,3,2020,0,0,United Arab Emirates,9770526
18,3,2020,15,0,United Arab Emirates,9770526
17,3,2020,12,0,United Arab Emirates,9770526
16,3,2020,1,0,United Arab Emirates,9770526
15,3,2020,0,0,United Arab Emirates,9770526
13,3,2020,11,0,United Arab Emirates,9770526
11,3,2020,15,0,United Arab Emirates,9770526
10,3,2020,14,0,United Arab Emirates,9770526
8,3,2020,16,0,United Arab Emirates,9770526
6,3,2020,2,0,United Arab Emirates,9770526
4,3,2020,6,0,United Arab Emirates,9770526
2,3,2020,0,0,United Arab Emirates,9770526
1,3,2020,2,0,United Arab Emirates,9770526
29,2,2020,0,0,United Arab Emirates,9770526
28,2,2020,6,0,United Arab Emirates,9770526
27,2,2020,0,0,United Arab Emirates,9770526
26,2,2020,0,0,United Arab Emirates,9770526
25,2,2020,0,0,United Arab Emirates,9770526
24,2,2020,0,0,United Arab Emirates,9770526
23,2,2020,2,0,United Arab Emirates,9770526
22,2,2020,2,0,United Arab Emirates,9770526
21,2,2020,0,0,United Arab Emirates,9770526
20,2,2020,0,0,United Arab Emirates,9770526
19,2,2020,0,0,United Arab Emirates,9770526
18,2,2020,0,0,United Arab Emirates,9770526
17,2,2020,1,0,United Arab Emirates,9770526
16,2,2020,0,0,United Arab Emirates,9770526
15,2,2020,0,0,United Arab Emirates,9770526
14,2,2020,0,0,United Arab Emirates,9770526
13,2,2020,0,0,United Arab Emirates,9770526
12,2,2020,0,0,United Arab Emirates,9770526
11,2,2020,1,0,United Arab Emirates,9770526
10,2,2020,0,0,United Arab Emirates,9770526
9,2,2020,0,0,United Arab Emirates,9770526
8,2,2020,2,0,United Arab Emirates,9770526
7,2,2020,0,0,United Arab Emirates,9770526
6,2,2020,0,0,United Arab Emirates,9770526
5,2,2020,0,0,United Arab Emirates,9770526
4,2,2020,0,0,United Arab Emirates,9770526
3,2,2020,0,0,United Arab Emirates,9770526
2,2,2020,1,0,United Arab Emirates,9770526
1,2,2020,0,0,United Arab Emirates,9770526
31,1,2020,0,0,United Arab Emirates,9770526
30,1,2020,3,0,United Arab Emirates,9770526
29,1,2020,0,0,United Arab Emirates,9770526
28,1,2020,0,0,United Arab Emirates,9770526
27,1,2020,1,0,United Arab Emirates,9770526
26,1,2020,0,0,United Arab Emirates,9770526
25,1,2020,0,0,United Arab Emirates,9770526
24,1,2020,0,0,United Arab Emirates,9770526
23,1,2020,0,0,United Arab Emirates,9770526
22,1,2020,0,0,United Arab Emirates,9770526
21,1,2020,0,0,United Arab Emirates,9770526
20,1,2020,0,0,United Arab Emirates,9770526
19,1,2020,0,0,United Arab Emirates,9770526
18,1,2020,0,0,United Arab Emirates,9770526
17,1,2020,0,0,United Arab Emirates,9770526
16,1,2020,0,0,United Arab Emirates,9770526
15,1,2020,0,0,United Arab Emirates,9770526
14,1,2020,0,0,United Arab Emirates,9770526
13,1,2020,0,0,United Arab Emirates,9770526
12,1,2020,0,0,United Arab Emirates,9770526
11,1,2020,0,0,United Arab Emirates,9770526
10,1,2020,0,0,United Arab Emirates,9770526
9,1,2020,0,0,United Arab Emirates,9770526
8,1,2020,0,0,United Arab Emirates,9770526
7,1,2020,0,0,United Arab Emirates,9770526
6,1,2020,0,0,United Arab Emirates,9770526
5,1,2020,0,0,United Arab Emirates,9770526
4,1,2020,0,0,United Arab Emirates,9770526
